,Date,Author,Vertical,Headline,Description
10,"Created: Mar 1, 2019, 01:00 IST",Ismat Tahseen,Bollywood,"Being a fauji kid, I know what the families go through: Ragini Dwivedi","The Mysore Bank Circle in Bengaluru saw patriotism at an all-time high on Tuesday evening. Actresses Thara and Ragini Dwivedi participated in this gathering. Ragini, had her emotions running high, given her army background.

“Being a fauji kid, I know what the families go through. While everyone’s family is proud that someone from their kith and kin is serving the nation and safeguarding everyone, there is also an equal amount of anxiety and worry when they are out at the borders. This is something that all families with members in the defense forces

experience everyday,” she said."
11,"Updated: Mar 6, 2019, 14:09 IST",Meera Vohra,Style Guide,"Taapsee Pannu: After 'Pink', I share a comfort level with Mr Bachchan","The response that she got since the release of her film 'Pink' two years ago has helped Taapsee Pannu find her footing in the industry. The actress, who is now looking forward to the release of her next, Sujoy Ghosh’s thriller 'Badla', with Amitabh Bachchan, says, “A lot of things happened between 'Pink' and 'Badla' that validated my choices and made me a more confident actor. When 'Pink' happened, I did not know which way my career was going to go. I was trying and testing different films to see where my calling was and when 'Pink' released, it gave me a direction. After that, I was sure of one thing – that I would always take up roles which are part of the main storyline. I mean, if you take out this character from the film, the story will not be the same. The other thing is that I want to play a woman with a spine, because I can connect personally to it and that helps me perform better. The audience response to my work has sort of validated my choice of films.” Taapsee, who was in her hometown Delhi recently, adds that like her previous roles, in 'Badla', she is again playing a strong woman who stands her ground and is confident. She adds, “The character I am playing is pretty confident from the beginning itself. You will not see her vulnerable side, and you won’t see her as someone who would think she is helpless. She knows very well what she wants, she is borderline arrogant because she has made everything for herself from scratch in a foreign land. She has this thing in her mind that no matter what, I will manoeuvre my way out of any situation. She has appointed this lawyer, played by Mr Bachchan in the film. She has hired this man to fight her case, and she has that control over the person she has employed. Like Sujoy’s female characters in his other films like 'Kahaani', this one too is extremely powerful.”




Though Taapsee agrees that there are few examples of good, edge-of-the-seat thrillers in Bollywood, she feels that 'Badla' won’t disappoint. “One can’t think of many good thrillers in Bollywood. 'Kahaani' was a good thriller, so was 'Gupt'. Thriller is one of the oldest genres of cinema, but these days, people are not touching it much. The reason could be that it is a very tricky genre, at any point, if your audience can predict the end, your film has fallen flat. You have to keep the audience so engrossed that they are not able to predict the end. Even if you leave theatre for 30 seconds while watching 'Badla', you won’t understand what has happened, you won’t be able to connect the dots,” says Taapsee, who will be sharing screen space with Bachchan again in 'Badla' after 'Pink'. “My confidence level was surely different this time when I worked with him. After 'Pink', I share a certain comfort level in working with him, but even in 'Pink' working with him was never intimidating for me. I am not a very star-struck person, may be because of the fact that I didn’t grow up obsessing over films. I had seen Mr Bachchan’s films while having lunch or dinner with family, but it’s not like I have grown in awe of all the actors. I only get intimidated when I am with a bunch of extremely talented actors, where I know I am not a trained actor, which happened in 'Mulk' with me. But I enjoy working with Mr Bachchan. People think I must be blanking out when I look into his eyes and perform, but I actually get excited,” she says.


FACEBOOKTWITTERPINTREST"
12,"Updated: Mar 2, 2019, 13:30 IST",Sumit Jha,Bollywood,"Post Oscars, is pink set to become the new black?","You may as well call it 50 shades of pink. For, this hue can be seen in so many variations — baby pink, light millennial pink, coral, soft shell enamel, fuchsia, and more. And at the recent Oscar Awards it was another shade of the colour that stood out as the most popular fashion trend for the night — bright pink! There was almost a sea of gowns in the hue — in poufy frills, netted ruffles, princess-style trail gowns, bubble-gum hued tulles and more. It’s being described by fashion analysts as ‘joyful’ and ‘what modern couture should be like’. As it upped the sartorial ante, it got fashion pundits asking: Is pink the new black?
Hollywood royalty gives it the nod


(L-R) Actress Angela Bassett’s wore a vivid fuchsia gown with a massive bow and pretty clutch and actress Helen Mirren looked equally stunning in her A-line dress with contrasting pink hues


(L-R) Actress Sarah Paulson’s princess-like gown had edgy, side cut-outs and actress Linda Cartellini wowed in a poofy, bubblegum-hued gown

The attention-grabbing pink dresses were seen on a bunch of stars. ‘Crazy Rich Asians’ star Gemma Chan wore a voluminous gown in magenta. She also snuck a cookie into her pockets to probably munch on during the whole event. While Linda Cardellini seemed to pile on pink stylishly, Kacey Musgraves stole it with her cotton-candy-pink tulle net ensemble and Sarah Paulson opted for a billowy, cutout-style fuchsia gown. But it was veteran actress Angela Bassett who was the reigning queen of the night as most sites called her. She turned heads in her exaggerated hot pink shoulder gown with its thigh-high slit and a gem-shaped clutch. Also in close running for wearing the hue stylishly were actresses Helen Mirren and Julia Roberts. Mirren swished in with her frothy pink tulle and Roberts dished up Oscars chic in her flowy-but-fitted one-shouldered bright pink dress with an asymmetrical leg slit. And guess what? Pink wasn’t for the women alone. Aquaman Jason Momoa’s pink tuxedo, complete with a scrunchie, much to fans’ delight!

Yes, men are wearing it, too



Who says pink is just for the ladies? Men can look just as hot in the hue. Jason Momoa wore a pink velvet tux with a matching scrunchie to the awards and 'Black Panther' actor Chadwick Boseman also chose the hue for the Oscars after party.


How to wear the hue in your day




While shocking pink and its cousins heated up the red carpet at the Oscars, you can just as easily wear the hue in your daily life. Here are tips to do so:

- Pink is the colour for any season — it adds vibrancy to winter and lends a lovely hue to summer. So, go with skater, shift dresses and other styles in it, for the upcoming season.
- Yes, this is a pretty shade, but you don’t want to look too girly in it, so break the monotony of the hue with black, navy blue and grey.
- Since pink is also a light shade, it is perfect for those ruffles, frills and poufs.
- Keep away the stiff, black heels and make pink your new neutral footwear. Opt for pumps, peep toes, kitten heels and stilettos in bright or baby pink.

- Planning to wear all-black? Pink comes in as the perfect complement. Wear pink stud earrings or hoops as well a pop pink clutch or quilted bag to go with the rest of the look.

- Love athleisure? Weave pink into your gym wear with pink keds, tracks with a neon pink stripe or even a fuchsia top over those black leggings.

- Team a pink halter with white jeans for a day outdoors.

- Grab a pair of sunnies with a pink frame to complete the look. Dab on the eyeshadow to match."
13,"Updated: Mar 1, 2019, 14:17 IST",Divya Kaushik,Events,Nostalgia grips these BHU pass-outs,"The mood was nostalgic at the national meet of Banaras Hindu University Management Alumni Association. The reunion of batches 1984, 1994 and 2014 was held at this do.
(L) Mugdha and Yashasvi (R) Nayan and Chetali (BCCL/ Arvind Kumar)
The theme was ‘Reconnect, Rekindle and Rejuvenate.’ The occasion also gave an opportunity to honour the achievers. The event concluded with a vote of thanks by Prof Ashish Bajpai, IM, BHU.
(L-R) Preeti, Reetu and Akash (BCCL/ Arvind Kumar)

(L) HP Mathur (R) Prof GK Singh (BCCL/ Arvind Kumar)

(L) PS Tripathi (C) SK Dubey (R) Rishi (BCCL/ Arvind Kumar)
(L-R) Piyush, Aishwarya and Mayank (BCCL/ Arvind Kumar)

(L) Rachna and Sharad Mehra (R) Reetu (BCCL/ Arvind Kumar)

(L) Shiny and Vandana (R) Aditi Singh (BCCL/ Arvind Kumar)

(L) Ishita and Yoshika (R) Kritika and Rachna (BCCL/ Arvind Kumar)"
14,"Updated: Apr 3, 2019, 14:28 IST",TNN,Events,Ayushmann lands in Lucknow to shoot for his next,"Actor Ayushmann Khurrana reached Lucknow on Thursday morning to begin shooting for his next film titled 'Kanpur Dehaat'. Ayushmann will be essaying the role of a cop in the film. The film will be directed by Mulk fame filmmaker Anubhav Sinha, who is already in the city and preparing for the shoot. The film would be shot extensively in Lucknow at places like Sushant Golf City, Mallihabad, among others and a chunk would be shot in Kanpur as well. - Aditya Yadav"
15,Reema Gowalla,TNN,Bollywood,This first birthday celebration got grand in Kanpur,"It was a special day for Dev and wife Nivedita, as they celebrated the first birthday of their son Jaivik, recently. Organised at a banquet hall in Kanpur, the venue was beautifully decorated with colourful balloons.
(L) Deepak and Vanshika (R) Harbans and Iqbal (BCCL/IB Singh)

The event was attended by close friends and family members of the couple. Jasmeet, Montu, Honey and Harshdeep turned up early at the do. ‘It’s the first birthday of Jaivik and we both are really happy that all our friends and family members are here for the celebrations,” said Nivedita.

(L) Harsharan and Paramjeet (R) Honey and Montu (BCCL/IB Singh)

Soon after the cake was cut, DJ Amit played Bollywood remixes that made the guests get on the dance floor. Jasmeet, Harshdeep, Titu, Kawal, Shampi and Sanchit shook a leg on Aankh Marey, Sweetheart and Crazy Zingaat.

(L) Kunal and Kalpana (C) Shampi (R) Navjot (BCCL/IB Singh)"
16,Sunayana Suresh,TNN,Bollywood,"Bhavana Reddy, daughter of Raja Radha and Kaushalya Reddy, ties the knot with Dennis Nilsson in Delhi","After dating for almost six years, Bhavana Reddy, Kuchipudi danseuse and daughter of Raja Radha and Kaushalya Reddy, and Dennis Nilsson tied the knot in a traditional ceremony recently. The wedding was followed by a reception. The celebrations began two days before the wedding with a sangeet ceremony, which had performances by the bride and groom and their families. Since all the naach-gaana had happened on the sangeet, the wedding and the reception were formal affairs. musical bonding: It was their common interest in music that brought Bhavana and Dennis together. Dennis is a drummer and is based in Los Angeles. His family and friends flew down from LA to attend the wedding and were surprised to see the “long, but extremely beautiful wedding.” The groom’s mother, Birgitta Nilsson, said, “The weddings that I have attended didn’t last longer than 20 minutes, but the ceremony here was almost 90 minutes long and that was new for us. We enjoyed everything about this traditional wedding, it has been a great experience.” Kaushalya Reddy told us that during the wedding ceremony, when the priest asked the groom which god he believes in, he replied, “If there is one god I believe in, it is the god of music.”

(L-R) Kaushalya, Radha and Raja Radha Reddy


Traditional South Indian fare: Traditional south Indian fare like appam, dosa, bisi bele bhath, lemon rice and idli won over the guests’ hearts. Some dishes were also served to the guests on banana leaves. “We wanted to keep everything as traditional as possible and food is an important part of any wedding. So we decided that the reception lunch will be all about south Indian food,” said Kaushalya.
(L-R) Neelam Pratap Rudy, Renu Hussain and Rajyalakshmi Rao
Sushma Seth

Abha Dalmia

Leena Singh

Lakshmi Puri and Hardeep Singh Puri

Aruna Vasudev and Uma Vasudev

Tommy and Birgitta Nilsson



Usha Raje Rana


GORGEOUS: Atisha Pratap Rudy



Rajiv Pratap Rudy"
17,"Created: Apr 2, 2019, 00:00 IST",TNN,Bollywood,Nick Jonas announce the comeback of 'Jonas Brothers' and here's what Priyanka Chopra has to say about it,"The 'Jonas Brothers' who ruled millions of hearts of teenagers are making a comeback now. Nick Jonas, took to his Instagram account to share a post announcing the same.
Read Also
Jonas Brothers are reuniting after six long years, are you excited?

He uploaded an image of himself posing with his brothers Joe Jonas and Kevin Jonas as they posed for a cover picture. The caption of the post read, ""Midnight ET #Sucker @jonasbrothers"". Bollywood diva and Nick's wifey couldn't stop herself from commenting on the picture. In the comment, she said, ""Yesss baby! It's time! So proud.""


The actress even shared the same picture on her Instagram and captioned it, ""And yes they’re back…and may I say… hotter than ever. So proud of the family #Sucker #JonasBrothers #MidnightET"".

Nick also shared one more post on his Instagram, check this out:



Priyanka and Nick are currently in India for PC's brother Siddharth Chopra's Roka ceremony.


Meanwhile, the Jonas brothers will be reuniting after six long years. Are you excited?"
18,Thinkal Menon,TNN,Events,Filmmaker Sanjay Leela Bhansali to launch new face Sharmin Segal in his next project,"Filmmaker Sanjay Leela Bhansali who is known for making epic sagas will be launching a new face in his upcoming film. The director has personally groomed and trained the star to face the cameras. Sharmin Segal, daughter of SLB's sister Bela Segal will be making her debut with Bhansali's film.

Read Also
Sanjay Leela Bhansali and Salman Khan to come back together after 19 years for a love story!

Reportedly, Jaaved Jaaferi's son Meezaan Jaaferi will also enter into the world of Bollywood with this film. It is being reported that the film will hit the theatres in the second half of 2019.


Talking about her grand debut, Sharmin said that when she decided to be an actor what excited her was the idea that she could feel different emotions and experience them which she wouldn't in her everyday life.

Meanwhile, SLB will be joining hands with Salman Khan after 19 long years for a film. The director has locked the script, a love story, the screenplay of which is in the process. The film will go on floors in the second half of the year."
19,Ruman Ganguly,TNN,Music,This BTS video of Sara Ali Khan's latest photoshoot is total bliss,"Sara Ali Khan who marked her debut with Sushant Singh Rajput starrer 'Kedarnath', helmed by Abhishek Kapoor has been in the news since her Bollywood debut was announced.

Read Also
Sara Ali Khan shares her first magazine cover shoot with Filmfare with a motivational quote

Recently, Sara shot some stunning photographs for a magazine and doubt the actress looked gorgeous. Now, a BTS video of the photoshoot has been surfaced online. In the video, Sara can be seen in different beautiful attires to complement her beauty. The description of the video, shot in Kenya, says that Sara can go from being naughty to nice within seconds. Well, here's the video:


Meanwhile, on the work front, Sara was last seen in Rohit Shetty's cop drama 'Simmba' starring Ranveer Singh as the male lead. The film was a huge hit and also entered into the 300crore club.


FACEBOOKTWITTERPINTREST"
20,M Suganth,TNN,Kannada,A one-woman act on stage in Lucknow!,"A documentary performance titled Lady Anandi, recently performed at Baudh Sansthan, was well received by the audience. The play was written and performed by Anuja Ghosalkar, a Bangalore-based artist, in three different languages Hindi, English and Marathi. Even though not many in the audience understood the Marathi dialogues, the scenes were well applauded by all because of Anuja’s powerful performance.
The one-woman show revolved around an actress who is haunted by the ghost of her great-grandfather, a late 19th century female impersonator.
Chief guest Naresh Saxena, a well-known poet, also enjoyed the play.

The play concluded with a 15 minutes question and answer session in which the keen audience participated with great enthusiasm. ""Though the documentary form of theatre isn’t very much popular among the theatre lovers in India and is not practiced much here, I am really happy that Lucknowites loved our play,"" said Anuja towards the end of the session.
— Saad Abbasi


Basant Kumar and Dia Badgel (BCCL/ Farhan Ahmad Siddiqui)



Surya Mohan and Anil Rastogi (BCCL/ Farhan Ahmad Siddiqui)


Kumkum Dhar and Marya Alam (BCCL/ Farhan Ahmad Siddiqui)


Naresh Saxena and Nutan Vasistha (BCCL/ Farhan Ahmad Siddiqui)



Purva Naresh and Roop Rekha Verma (BCCL/ Farhan Ahmad Siddiqui)




Sangita Jaiswal and Sarvesh Goel (BCCL/ Farhan Ahmad Siddiqui)



Shivanjali, Usha Rai and Veena Rana (BCCL/ Farhan Ahmad Siddiqui)"
21,Sunayana Suresh,TNN,Movies,Helping autistic individuals thrive through the arts,"It usually happens that after reaching the age of 18-20 years, an autistic individual no more receives the kind of educational support that is offered at a younger age. Apart from certain specific training programmes, the individual is often excluded from other help. While education remains a life-long process for everyone else, a large number of autistic individuals are deprived of it at an early age,” says artist and art consultant Sneha Joshi, who is curating Eye Contact: An insight into autism — a special event in Bengaluru.

While the primary goal of the initiative is to raise awareness about the developmental disorder, help erase the stigma around it and make art more accessible to autistic individuals, the event —which comprises an exhibition, a performance and a panel discussion — also aims at forming a more inclusive society that embraces marginalised communities and help them thrive. “We want to take conversations about autism to public places and open forums, where people can participate and discuss issues and possible solutions. This would not only enable young adults suffering from this disorder express themselves, but also create a comfort zone for them to identify their inherent talents and showcase them,” explains Sneha, who has an autistic brother. Family narratives as well as personal experiences of caretakers are other focus areas of the initiative. According to Sneha, art and media can be instrumental in making society more inclusive. The event will be conducted by Colours Centre for Learning, in association with The Be A Smile Project — a research project investigating autism and society. It’s taking place from April 5-7 at Rangoli – Metro Art Centre.


The showcase will include paintings, video work, pictures, as well as interactive activities for visitors. The artists participating in the exhibition include Dattaprasad Sawardekar, Kajal Ashar, Sachin Joshi and Tanisha Lahiri. The funds collected through the initiative will be used for the remuneration of the artists and for the development of an arts training centre for the autistic individuals. The movement arts performance — which is an adaptation of Mark Haddon’s The Curious Incident of the Dog in the Night-Time — is crafted by contemporary dancer-choreographer Priyabrat Panigrahi.

FACEBOOKTWITTERPINTREST"
